scene_id,clip_id,lane_id,carriageway,direction,shoulder,frames,mean_count,occ_ground_mean,occ_ground_p90,occ_px_mean
Busan_busanportbrdg5_20201029_0930_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg5_20201029_0930_THU_8m_NH_highway_TW3_sunny_FHD,5,1,away,False,95,1.0,0.0222,0.0747,0.0217
Busan_busanportbrdg5_20201029_1430_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg5_20201029_1430_THU_8m_NH_highway_TW3_sunny_FHD,1,0,toward,False,101,1.38,0.053,0.1215,0.0505
Busan_busanportbrdg5_20201029_1430_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg5_20201029_1430_THU_8m_NH_highway_TW3_sunny_FHD,2,0,toward,False,101,0.71,0.0337,0.1401,0.0264
Busan_busanportbrdg5_20201029_1430_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg5_20201029_1430_THU_8m_NH_highway_TW3_sunny_FHD,3,1,away,False,101,0.98,0.0499,0.1715,0.0442
Busan_busanportbrdg5_20201029_1430_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg5_20201029_1430_THU_8m_NH_highway_TW3_sunny_FHD,4,1,away,False,101,1.2,0.0365,0.0966,0.034
Busan_busanportbrdg5_20201029_1430_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg5_20201029_1430_THU_8m_NH_highway_TW3_sunny_FHD,5,1,away,False,101,1.25,0.0214,0.0932,0.0184
Busan_busanportbrdg5_20201119_1100_THU_8m_NH_highway_TW3_rainy_FHD,Busan_busanportbrdg5_20201119_1100_THU_8m_NH_highway_TW3_rainy_FHD,1,0,toward,False,87,0.78,0.0235,0.0893,0.0123
Busan_busanportbrdg5_20201119_1100_THU_8m_NH_highway_TW3_rainy_FHD,Busan_busanportbrdg5_20201119_1100_THU_8m_NH_highway_TW3_rainy_FHD,2,0,toward,False,87,0.34,0.0083,0.0,0.0083
Busan_busanportbrdg5_20201119_1100_THU_8m_NH_highway_TW3_rainy_FHD,Busan_busanportbrdg5_20201119_1100_THU_8m_NH_highway_TW3_rainy_FHD,3,1,away,False,87,0.85,0.0513,0.165,0.0422
Busan_busanportbrdg5_20201119_1100_THU_8m_NH_highway_TW3_rainy_FHD,Busan_busanportbrdg5_20201119_1100_THU_8m_NH_highway_TW3_rainy_FHD,4,1,away,False,87,1.03,0.0418,0.1138,0.0325
Busan_busanportbrdg5_20201119_1100_THU_8m_NH_highway_TW3_rainy_FHD,Busan_busanportbrdg5_20201119_1100_THU_8m_NH_highway_TW3_rainy_FHD,5,1,away,False,87,0.95,0.0144,0.0609,0.014
Busan_busanportbrdg6_20201027_1500_TUE_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201027_1500_TUE_8m_NH_highway_TW3_sunny_FHD,1,0,toward,False,92,0.29,0.0291,0.0512,0.0296
Busan_busanportbrdg6_20201027_1500_TUE_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201027_1500_TUE_8m_NH_highway_TW3_sunny_FHD,2,0,toward,False,92,0.67,0.0598,0.2321,0.0527
Busan_busanportbrdg6_20201027_1500_TUE_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201027_1500_TUE_8m_NH_highway_TW3_sunny_FHD,3,0,toward,False,92,0.82,0.0582,0.1683,0.0579
Busan_busanportbrdg6_20201027_1500_TUE_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201027_1500_TUE_8m_NH_highway_TW3_sunny_FHD,4,1,away,False,92,0.77,0.0465,0.183,0.039
Busan_busanportbrdg6_20201027_1500_TUE_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201027_1500_TUE_8m_NH_highway_TW3_sunny_FHD,5,1,away,False,92,0.79,0.0217,0.0761,0.0204
Busan_busanportbrdg6_20201027_1500_TUE_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201027_1500_TUE_8m_NH_highway_TW3_sunny_FHD,6,1,away,False,92,1.43,0.0246,0.0745,0.0218
Busan_busanportbrdg6_20201028_1330_TUE_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201028_1330_TUE_8m_NH_highway_TW3_sunny_FHD,1,0,toward,False,126,0.29,0.0309,0.1484,0.0186
Busan_busanportbrdg6_20201028_1330_TUE_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201028_1330_TUE_8m_NH_highway_TW3_sunny_FHD,2,0,toward,False,126,0.52,0.0338,0.1594,0.0285
Busan_busanportbrdg6_20201028_1330_TUE_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201028_1330_TUE_8m_NH_highway_TW3_sunny_FHD,3,0,toward,False,126,0.56,0.0333,0.1714,0.0267
Busan_busanportbrdg6_20201028_1330_TUE_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201028_1330_TUE_8m_NH_highway_TW3_sunny_FHD,4,1,away,False,126,0.56,0.0399,0.179,0.0289
Busan_busanportbrdg6_20201028_1330_TUE_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201028_1330_TUE_8m_NH_highway_TW3_sunny_FHD,5,1,away,False,126,0.82,0.026,0.0807,0.0324
Busan_busanportbrdg6_20201028_1330_TUE_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201028_1330_TUE_8m_NH_highway_TW3_sunny_FHD,6,1,away,False,126,1.29,0.0294,0.1008,0.0326
Busan_busanportbrdg6_20201029_1000_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201029_1000_THU_8m_NH_highway_TW3_sunny_FHD,1,0,toward,False,88,0.17,0.0087,0.0,0.0061
Busan_busanportbrdg6_20201029_1000_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201029_1000_THU_8m_NH_highway_TW3_sunny_FHD,2,0,toward,False,88,0.43,0.0318,0.1682,0.0212
Busan_busanportbrdg6_20201029_1000_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201029_1000_THU_8m_NH_highway_TW3_sunny_FHD,3,0,toward,False,88,0.67,0.0444,0.1588,0.0527
Busan_busanportbrdg6_20201029_1000_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201029_1000_THU_8m_NH_highway_TW3_sunny_FHD,4,1,away,False,88,1.05,0.0654,0.2052,0.0488
Busan_busanportbrdg6_20201029_1000_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201029_1000_THU_8m_NH_highway_TW3_sunny_FHD,5,1,away,False,88,0.78,0.0278,0.0774,0.0302
Busan_busanportbrdg6_20201029_1000_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201029_1000_THU_8m_NH_highway_TW3_sunny_FHD,6,1,away,False,88,1.67,0.0398,0.123,0.0307
Busan_busanportbrdg6_20201029_1500_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201029_1500_THU_8m_NH_highway_TW3_sunny_FHD,1,0,toward,False,99,0.32,0.0221,0.0816,0.0206
Busan_busanportbrdg6_20201029_1500_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201029_1500_THU_8m_NH_highway_TW3_sunny_FHD,2,0,toward,False,99,0.73,0.0692,0.2154,0.0479
Busan_busanportbrdg6_20201029_1500_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201029_1500_THU_8m_NH_highway_TW3_sunny_FHD,3,0,toward,False,99,0.97,0.0781,0.2046,0.0689
Busan_busanportbrdg6_20201029_1500_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201029_1500_THU_8m_NH_highway_TW3_sunny_FHD,4,1,away,False,99,0.58,0.0301,0.165,0.0265
Busan_busanportbrdg6_20201029_1500_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201029_1500_THU_8m_NH_highway_TW3_sunny_FHD,5,1,away,False,99,0.82,0.0261,0.0788,0.0259
Busan_busanportbrdg6_20201029_1500_THU_8m_NH_highway_TW3_sunny_FHD,Busan_busanportbrdg6_20201029_1500_THU_8m_NH_highway_TW3_sunny_FHD,6,1,away,False,99,1.54,0.016,0.0719,0.0163
Busan_busanportbrdg6_20201119_1230_THU_8m_NH_highway_TW3_rainy_FHD,Busan_busanportbrdg6_20201119_1230_THU_8m_NH_highway_TW3_rainy_FHD,1,0,toward,False,90,0.17,0.0035,0.0,0.0064
Busan_busanportbrdg6_20201119_1230_THU_8m_NH_highway_TW3_rainy_FHD,Busan_busanportbrdg6_20201119_1230_THU_8m_NH_highway_TW3_rainy_FHD,2,0,toward,False,90,0.41,0.0407,0.1625,0.0256
Busan_busanportbrdg6_20201119_1230_THU_8m_NH_highway_TW3_rainy_FHD,Busan_busanportbrdg6_20201119_1230_THU_8m_NH_highway_TW3_rainy_FHD,3,0,toward,False,90,0.64,0.0547,0.1814,0.047
Busan_busanportbrdg6_20201119_1230_THU_8m_NH_highway_TW3_rainy_FHD,Busan_busanportbrdg6_20201119_1230_THU_8m_NH_highway_TW3_rainy_FHD,4,1,away,False,90,0.84,0.0534,0.1869,0.042
Busan_busanportbrdg6_20201119_1230_THU_8m_NH_highway_TW3_rainy_FHD,Busan_busanportbrdg6_20201119_1230_THU_8m_NH_highway_TW3_rainy_FHD,5,1,away,False,90,0.92,0.0258,0.0733,0.0274
Busan_busanportbrdg6_20201119_1230_THU_8m_NH_highway_TW3_rainy_FHD,Busan_busanportbrdg6_20201119_1230_THU_8m_NH_highway_TW3_rainy_FHD,6,1,away,False,90,1.59,0.0299,0.0949,0.0351
Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,1,0,toward,True,108,0.08,0.0,0.0,0.0
Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,2,0,toward,False,108,2.65,0.1461,0.2902,0.1238
Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,3,0,toward,False,108,4.27,0.1484,0.2559,0.1131
Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,4,0,toward,False,108,2.91,0.0924,0.2181,0.0776
Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,5,1,away,False,108,4.11,0.1251,0.2674,0.0965
Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,6,1,away,False,108,4.56,0.1206,0.2272,0.0972
Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,7,1,away,False,108,3.39,0.0937,0.1719,0.0922
Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,8,1,away,True,108,0.13,0.0044,0.0016,0.0112
Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,1,0,toward,True,97,0.0,0.0,0.0,0.0
Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,2,0,toward,False,97,3.0,0.226,0.4138,0.1782
Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,3,0,toward,False,97,4.56,0.2058,0.3434,0.1512
Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,4,0,toward,False,97,3.27,0.1064,0.2162,0.0844
Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,5,1,away,False,97,3.91,0.148,0.2572,0.107
Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,6,1,away,False,97,4.74,0.1434,0.2395,0.1231
Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,7,1,away,False,97,3.34,0.0914,0.1787,0.0948
Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,8,1,away,True,97,0.09,0.0019,0.0,0.0043
Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,1,0,toward,False,129,0.08,0.002,0.0,0.0026
Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,2,0,toward,False,129,6.28,0.1453,0.2447,0.1173
Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,3,0,toward,False,129,2.67,0.0869,0.1866,0.0621
Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,4,1,away,False,129,2.22,0.058,0.1348,0.0401
Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,5,1,away,False,129,1.17,0.0372,0.1316,0.0308
Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,6,1,away,False,129,1.84,0.0958,0.2239,0.0631
Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,7,1,away,False,129,1.67,0.2087,0.379,0.1753
Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,1,0,toward,True,97,0.06,0.0,0.0,0.0001
Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,2,0,toward,False,97,2.94,0.216,0.3782,0.1862
Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,3,0,toward,False,97,4.69,0.1844,0.3353,0.1527
Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,4,0,toward,False,97,3.62,0.102,0.1873,0.0926
Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,5,1,away,False,97,3.14,0.1001,0.1936,0.0731
Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,6,1,away,False,97,4.22,0.1099,0.1893,0.0861
Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,7,1,away,False,97,2.8,0.0711,0.1251,0.0651
Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,8,1,away,True,97,0.45,0.0004,0.0,0.0036
Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,1,0,toward,False,82,0.33,0.0049,0.0133,0.0025
Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,2,0,toward,False,82,0.35,0.0256,0.0864,0.0313
Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,3,1,toward,False,82,0.21,0.0027,0.0,0.0008
Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,4,1,toward,False,82,0.0,0.0,0.0,0.0
Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,5,1,toward,False,82,0.07,0.0003,0.0,0.0005
Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,6,1,toward,False,82,0.91,0.0,0.0,0.0003
Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,7,2,toward,True,82,0.04,0.0,0.0,0.0
Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,8,2,toward,False,82,1.72,0.0842,0.2614,0.0752
Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,9,2,toward,False,82,2.38,0.0812,0.1786,0.0643
Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,10,2,toward,False,82,1.51,0.05,0.1092,0.0401
Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,11,3,away,False,82,3.55,0.0531,0.1524,0.0556
Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,12,3,away,False,82,3.5,0.0709,0.1741,0.0602
Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,13,3,away,False,82,1.78,0.0619,0.1545,0.0572
Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201019_1630_MON_15m_RH_highway_TW3_sunny_FHD,14,3,away,True,82,0.1,0.0001,0.0,0.0004
Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,1,0,toward,False,120,0.11,0.0048,0.0,0.002
Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,2,0,toward,False,120,1.19,0.0283,0.1335,0.0194
Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,3,1,toward,False,120,0.0,0.0,0.0,0.0
Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,4,1,toward,False,120,0.0,0.0,0.0,0.0
Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,5,1,toward,False,120,0.0,0.0,0.0,0.0
Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,6,1,toward,False,120,0.0,0.0,0.0,0.0
Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,7,2,toward,True,120,0.03,0.0,0.0,0.0
Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,8,2,toward,False,120,1.77,0.1114,0.3307,0.0837
Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,9,2,toward,False,120,2.62,0.0936,0.2182,0.0779
Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,10,2,toward,False,120,1.25,0.0395,0.112,0.0429
Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,11,3,away,False,120,3.63,0.0651,0.1631,0.057
Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,12,3,away,False,120,3.26,0.0828,0.1989,0.07
Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,13,3,away,False,120,1.6,0.0515,0.1302,0.0469
Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1100_TUE_15m_RH_highway_TW3_sunny_FHD,14,3,away,True,120,0.06,0.0008,0.0,0.0005
Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,1,0,toward,False,94,0.15,0.0044,0.0069,0.0039
Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,2,0,toward,False,94,0.47,0.0285,0.1056,0.0262
Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,3,1,toward,False,94,0.12,0.0078,0.0,0.0034
Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,4,1,toward,False,94,0.1,0.0042,0.0,0.002
Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,5,1,toward,False,94,0.04,0.0044,0.0,0.0026
Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,6,1,toward,False,94,0.01,0.0005,0.0,0.0003
Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,7,2,toward,True,94,0.03,0.0059,0.0,0.002
Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,8,2,toward,False,94,1.6,0.0816,0.2984,0.0668
Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,9,2,toward,False,94,2.49,0.0904,0.2018,0.0789
Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,10,2,toward,False,94,1.91,0.0604,0.1394,0.0498
Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,11,3,away,False,94,3.28,0.0567,0.1249,0.0483
Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,12,3,away,False,94,3.32,0.0657,0.1661,0.0541
Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,13,3,away,False,94,1.8,0.0489,0.1235,0.0473
Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201020_1600_TUE_15m_RH_highway_TW3_sunny_FHD,14,3,away,True,94,0.4,0.0093,0.0,0.0065
Cheonan_ogsan_20201021_1000_WED_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201021_1000_WED_15m_RH_highway_TW3_sunny_FHD,1,0,toward,False,94,0.02,0.0,0.0,0.0
Cheonan_ogsan_20201021_1000_WED_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201021_1000_WED_15m_RH_highway_TW3_sunny_FHD,2,0,toward,False,94,0.97,0.0127,0.0502,0.0143
Cheonan_ogsan_20201021_1000_WED_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201021_1000_WED_15m_RH_highway_TW3_sunny_FHD,3,1,toward,False,94,0.46,0.0566,0.1724,0.0863
Cheonan_ogsan_20201021_1000_WED_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201021_1000_WED_15m_RH_highway_TW3_sunny_FHD,4,1,toward,False,94,0.68,0.1002,0.324,0.0682
Cheonan_ogsan_20201021_1000_WED_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201021_1000_WED_15m_RH_highway_TW3_sunny_FHD,5,1,toward,False,94,0.41,0.0293,0.1091,0.028
Cheonan_ogsan_20201021_1000_WED_15m_RH_highway_TW3_sunny_FHD,Cheonan_ogsan_20201021_1000_WED_15m_RH_highway_TW3_sunny_FHD,6,1,toward,False,94,0.52,0.0103,0.0375,0.0062
