scene_id,group,frames,occ_median,v_median,delay_median,jam_share,slow_share,level_median,detour_check,lane_occ_spread_median
Busan_busanportbrdg6_20201027_1500_TUE_8m_NH_highway_TW3_sunny_FHD,away,92,0.0281,95.3,0.03,0.0,0.0,원활,False,0.0326
Busan_busanportbrdg6_20201027_1500_TUE_8m_NH_highway_TW3_sunny_FHD,toward,92,0.0429,92.85,0.0465,0.0,0.0,원활,False,0.0674
Busan_busanportbrdg6_20201028_1330_TUE_8m_NH_highway_TW3_sunny_FHD,all,126,0.0315,94.75,0.0335,0.0,0.0,원활,False,
Busan_busanportbrdg6_20201028_1330_TUE_8m_NH_highway_TW3_sunny_FHD,away,126,0.0302,94.95,0.032,0.0,0.0,원활,False,0.03
Busan_busanportbrdg6_20201028_1330_TUE_8m_NH_highway_TW3_sunny_FHD,toward,126,0.0303,94.9,0.032,0.0,0.0,원활,False,0.0362
Busan_busanportbrdg6_20201029_1000_THU_8m_NH_highway_TW3_sunny_FHD,all,88,0.0282,95.3,0.03,0.0,0.0,원활,False,
Busan_busanportbrdg6_20201029_1000_THU_8m_NH_highway_TW3_sunny_FHD,away,88,0.0405,93.3,0.043,0.0,0.0,원활,False,0.0419
Busan_busanportbrdg6_20201029_1000_THU_8m_NH_highway_TW3_sunny_FHD,toward,88,0.0233,96.15,0.024,0.0,0.0,원활,False,0.0384
Busan_busanportbrdg6_20201029_1500_THU_8m_NH_highway_TW3_sunny_FHD,all,99,0.0442,92.6,0.048,0.0,0.0,원활,False,
Busan_busanportbrdg6_20201029_1500_THU_8m_NH_highway_TW3_sunny_FHD,away,99,0.025,95.8,0.026,0.0,0.0,원활,False,0.0267
Busan_busanportbrdg6_20201029_1500_THU_8m_NH_highway_TW3_sunny_FHD,toward,99,0.0526,91.2,0.058,0.0,0.0,원활,False,0.0699
Busan_busanportbrdg6_20201119_1230_THU_8m_NH_highway_TW3_rainy_FHD,all,90,0.031,94.85,0.0325,0.0,0.0,원활,False,
Busan_busanportbrdg6_20201119_1230_THU_8m_NH_highway_TW3_rainy_FHD,away,90,0.0311,94.8,0.033,0.0,0.0,원활,False,0.0383
Busan_busanportbrdg6_20201119_1230_THU_8m_NH_highway_TW3_rainy_FHD,toward,90,0.0266,95.55,0.028,0.0,0.0,원활,False,0.0589
Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,all,108,0.122,79.7,0.153,0.0,0.6019,서행,False,
Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,away,108,0.1122,81.3,0.138,0.0,0.3241,원활,False,0.0492
Cheonan_gangjeong_20201019_1730_MON_15m_NH_highway_TW3_sunny_FHD,toward,108,0.1259,79.0,0.1595,0.0,0.6852,서행,False,0.0667
Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,all,97,0.158,73.7,0.214,0.0,0.9897,서행,False,
Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,away,97,0.1287,78.5,0.164,0.0,0.6701,서행,False,0.065
Cheonan_gangjeong_20201020_1400_TUE_15m_NH_highway_TW3_sunny_FHD,toward,97,0.1823,69.6,0.262,0.0,1.0,서행,False,0.1186
Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,all,129,0.1025,82.9,0.124,0.0,0.0465,원활,False,
Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,away,129,0.0995,83.4,0.119,0.0,0.0543,원활,False,0.1734
Cheonan_gangjeong_20201021_0830_WED_15m_NH_highway_TW3_sunny_FHD,toward,129,0.1028,82.9,0.124,0.0,0.2016,원활,False,0.1477
Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,all,97,0.1385,76.9,0.18,0.0,0.9485,서행,False,
Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,away,97,0.0991,83.5,0.119,0.0,0.0206,원활,False,0.0517
Cheonan_gangjeong_20201021_1330_WED_15m_NH_highway_TW3_sunny_FHD,toward,97,0.1716,71.4,0.24,0.0,1.0,서행,False,0.1156
